CGPA,Internship Type,Programming Language,Technology,Company,Job Role
8.6,DevOps,Go,Cloud Computing,"TCS, IBM, SAP",DevOps Engineer
9.3,AIML,Python,Big Data,"Amazon, Microsoft, IBM",Data Scientist
6.8,DevOps,TypeScript,DevOps,"Mphasis, Birlasoft, Mindtree",System Engineer
6.0,Software Dev,C#,DBMS,"Mindtree, NIIT Technologies, Birlasoft",System Engineer
6.5,Cloud,SQL,DBMS,"Mindtree, NIIT Technologies, Birlasoft",Cloud Engineer
9.6,Software Dev,Python,Data Analytics,"Google, IBM, OpenAI",System Engineer
9.5,Cloud,Go,Cloud Computing,"OpenAI, IBM, Google",Cloud Engineer
8.4,Web Dev,TypeScript,Front End,"IBM, Capgemini, Oracle",Software Developer
8.4,AIML,R,Data Analytics,"IBM, Infosys, Capgemini",AI Engineer
8.7,Cloud,Python,DevOps,"Infosys, TCS, IBM",DevOps Engineer
6.7,Web Dev,TypeScript,Front End,"Mindtree, Birlasoft, Mphasis",Software Developer
9.7,Cloud,SQL,DBMS,"Google, OpenAI, Microsoft",DevOps Engineer
7.7,Software Dev,Java,Big Data,"HCL, Tech Mahindra, Infosys",Data Analyst
7.5,Cloud,Python,DevOps,"TCS, Tech Mahindra, Wipro",DevOps Engineer
8.1,Cybersecurity,Rust,Front End,"IBM, SAP, TCS",Cybersecurity Engineer
6.2,AIML,R,Data Analytics,"Mphasis, HCL, Mindtree",Data Scientist
6.7,AIML,R,ML,"Mphasis, NIIT Technologies, Birlasoft",Data Scientist
9.0,DevOps,TypeScript,Backend,"OpenAI, Microsoft, Google",System Engineer
6.3,Cybersecurity,Rust,Front End,"HCL, Birlasoft, Mphasis",Cybersecurity Engineer
8.4,Cloud,SQL,Data Analytics,"SAP, IBM, Oracle",Cloud Engineer
7.0,Web Dev,JavaScript,Backend,"Wipro, TCS, Tech Mahindra",Software Developer
7.6,AIML,Python,ML,"Infosys, Tech Mahindra, TCS",Data Scientist
7.2,DevOps,TypeScript,DevOps,"Cognizant, HCL, TCS",System Engineer
7.4,DevOps,Go,Cloud Computing,"Infosys, Tech Mahindra, Wipro",System Engineer
8.9,Web Dev,TypeScript,Backend,"Infosys, TCS, Capgemini",Web Developer
7.2,Web Dev,JavaScript,Front End,"Wipro, Infosys, HCL",Software Developer
8.3,AIML,R,ML,"IBM, Oracle, SAP",AI Engineer
7.9,DevOps,TypeScript,DevOps,"Infosys, Tech Mahindra, Wipro",System Engineer
8.7,AIML,Java,Big Data,"IBM, Infosys, SAP",Data Scientist
9.7,Software Dev,Java,Big Data,"Amazon, NVIDIA, Google",System Engineer
8.9,Cloud,Python,DevOps,"Capgemini, TCS, Oracle",Cloud Engineer
6.9,Software Dev,Java,Backend,"Mindtree, Birlasoft, Mphasis",System Engineer
6.1,DevOps,Go,DevOps,"NIIT Technologies, Mindtree, Mphasis",System Engineer
7.0,Software Dev,Python,Big Data,"TCS, Cognizant, HCL",System Engineer
8.4,AIML,Java,Big Data,"Capgemini, TCS, Oracle",Data Scientist
6.2,Web Dev,TypeScript,Backend,"Mphasis, HCL, Mindtree",Web Developer
8.0,AIML,Python,Big Data,"IBM, TCS, Capgemini",AI Engineer
8.4,AIML,R,Data Analytics,"SAP, Capgemini, Oracle",AI Engineer
7.3,Cloud,Go,Big Data,"TCS, Wipro, Tech Mahindra",Cloud Engineer
9.1,DevOps,Go,DevOps,"Google, Amazon, OpenAI",System Engineer
6.4,Cloud,Go,Big Data,"Mindtree, HCL, Birlasoft",Cloud Engineer
6.3,Software Dev,C#,DBMS,"Mindtree, NIIT Technologies, Birlasoft",Software Developer
8.9,Software Dev,Python,Data Analytics,"Infosys, SAP, Capgemini",Software Developer
8.0,AIML,R,Data Analytics,"Capgemini, SAP, Infosys",Data Scientist
8.8,Cybersecurity,C++,AI,"SAP, Capgemini, TCS",Cloud Engineer
7.7,AIML,Python,ML,"Wipro, Cognizant, TCS",Data Scientist
7.0,Cloud,SQL,Data Analytics,"Cognizant, Infosys, TCS",Cloud Engineer
9.3,Cybersecurity,C++,AI,"Google, NVIDIA, Microsoft",Cloud Engineer
9.2,Software Dev,C#,Backend,"Apple, IBM, OpenAI",Data Analyst
8.8,Cloud,Go,Big Data,"TCS, IBM, SAP",DevOps Engineer
7.1,AIML,R,Data Analytics,"HCL, Infosys, Wipro",Data Scientist
8.4,AIML,Python,Big Data,"SAP, IBM, Infosys",Data Scientist
7.4,DevOps,TypeScript,DevOps,"HCL, Infosys, TCS",System Engineer
6.4,Software Dev,Python,Big Data,"NIIT Technologies, HCL, Mindtree",Data Analyst
9.7,Cloud,Go,Cloud Computing,"Microsoft, Amazon, Google",DevOps Engineer
6.5,AIML,R,ML,"Mindtree, Mphasis, Birlasoft",Data Scientist
9.8,Cybersecurity,Rust,Cybersecurity,"IBM, NVIDIA, Apple",Cloud Engineer
7.8,Cloud,Go,Cloud Computing,"TCS, HCL, Infosys",Cloud Engineer
6.7,Cybersecurity,Rust,Front End,"Mphasis, Mindtree, NIIT Technologies",Cloud Engineer
8.2,AIML,Java,Big Data,"IBM, Oracle, TCS",AI Engineer
9.5,Cloud,Python,Cloud Computing,"Amazon, IBM, Google",Cloud Engineer
8.9,Web Dev,SQL,Data Analytics,"Capgemini, Infosys, IBM",Web Developer
9.2,AIML,Python,ML,"Microsoft, Google, Apple",Data Scientist
8.6,DevOps,SQL,Data Analytics,"TCS, Oracle, Infosys",System Engineer
8.8,AIML,Java,Big Data,"Infosys, SAP, TCS",Data Scientist
9.4,DevOps,Go,Cloud Computing,"Google, IBM, NVIDIA",System Engineer
7.0,Cybersecurity,C++,Cybersecurity,"Infosys, Tech Mahindra, TCS",Cloud Engineer
8.0,Cloud,Python,Cloud Computing,"Infosys, Capgemini, SAP",DevOps Engineer
6.9,Cloud,SQL,Data Analytics,"Birlasoft, Mindtree, Mphasis",DevOps Engineer
10.0,Web Dev,TypeScript,Front End,"IBM, Microsoft, Google",Web Developer
9.8,Web Dev,JavaScript,Front End,"Microsoft, Apple, IBM",Web Developer
6.2,Software Dev,Python,Data Analytics,"Birlasoft, Mindtree, Mphasis",System Engineer
8.8,Web Dev,TypeScript,Backend,"Capgemini, Oracle, Infosys",Software Developer
9.7,DevOps,SQL,DBMS,"Google, OpenAI, Microsoft",DevOps Engineer
6.7,AIML,Python,Big Data,"Mindtree, Mphasis, Birlasoft",Data Scientist
8.3,Cybersecurity,Rust,Front End,"IBM, Oracle, Infosys",Cloud Engineer
9.7,DevOps,SQL,DBMS,"IBM, OpenAI, Google",DevOps Engineer
6.1,AIML,Java,AI,"HCL, NIIT Technologies, Mindtree",Data Scientist
8.8,Web Dev,TypeScript,Backend,"TCS, SAP, Oracle",Software Developer
7.2,Web Dev,JavaScript,Backend,"Infosys, HCL, TCS",Web Developer
9.7,Cybersecurity,C++,Cybersecurity,"Google, Amazon, OpenAI",Cybersecurity Engineer
9.9,Software Dev,Python,Data Analytics,"NVIDIA, Google, Apple",Software Developer
9.8,Cloud,Go,Big Data,"Amazon, Microsoft, OpenAI",DevOps Engineer
7.9,Web Dev,TypeScript,Backend,"Tech Mahindra, HCL, TCS",Software Developer
9.4,Cybersecurity,C++,Cybersecurity,"Microsoft, OpenAI, Apple",Cybersecurity Engineer
9.4,Web Dev,JavaScript,Front End,"IBM, Microsoft, Amazon",Software Developer
7.3,Web Dev,TypeScript,Backend,"Cognizant, TCS, HCL",Software Developer
9.3,Cloud,SQL,Data Analytics,"IBM, Amazon, NVIDIA",Cloud Engineer
6.1,Cybersecurity,Rust,Front End,"Mindtree, NIIT Technologies, Mphasis",Cloud Engineer
8.4,DevOps,Go,Cloud Computing,"SAP, Infosys, IBM",DevOps Engineer
6.9,Cloud,SQL,DBMS,"NIIT Technologies, Mphasis, Mindtree",Cloud Engineer
6.5,Cybersecurity,C++,Cybersecurity,"NIIT Technologies, Mindtree, Birlasoft",Cybersecurity Engineer
6.3,Cloud,Python,DevOps,"Mphasis, Birlasoft, NIIT Technologies",Cloud Engineer
8.8,DevOps,Go,DevOps,"Capgemini, SAP, IBM",System Engineer
7.4,Cloud,SQL,DBMS,"Cognizant, Tech Mahindra, HCL",DevOps Engineer
8.9,DevOps,TypeScript,Backend,"Infosys, Oracle, SAP",DevOps Engineer
6.3,Web Dev,TypeScript,Backend,"NIIT Technologies, HCL, Mphasis",Web Developer
7.3,AIML,R,Data Analytics,"Tech Mahindra, Infosys, Wipro",Data Scientist
8.2,DevOps,Go,DevOps,"TCS, IBM, Infosys",System Engineer
9.2,Software Dev,C#,DBMS,"NVIDIA, OpenAI, Apple",System Engineer
7.3,AIML,R,Data Analytics,"Wipro, Tech Mahindra, HCL",Data Scientist
8.5,Web Dev,TypeScript,Backend,"Capgemini, SAP, Infosys",Web Developer
9.5,Cloud,Go,Cloud Computing,"Apple, IBM, NVIDIA",DevOps Engineer
8.5,AIML,R,Data Analytics,"Infosys, Capgemini, SAP",AI Engineer
6.9,Cloud,SQL,Data Analytics,"Birlasoft, NIIT Technologies, Mindtree",DevOps Engineer
6.1,DevOps,TypeScript,DevOps,"NIIT Technologies, Mindtree, Mphasis",DevOps Engineer
9.5,DevOps,SQL,Data Analytics,"IBM, OpenAI, Microsoft",System Engineer
6.1,DevOps,TypeScript,Backend,"Mphasis, Mindtree, Birlasoft",System Engineer
9.5,Cybersecurity,Rust,Cybersecurity,"IBM, Microsoft, OpenAI",Cybersecurity Engineer
8.1,Web Dev,TypeScript,Backend,"IBM, Oracle, TCS",Web Developer
9.8,DevOps,Go,DevOps,"Microsoft, Apple, NVIDIA",System Engineer
9.2,AIML,R,Data Analytics,"OpenAI, Google, Apple",AI Engineer
10.0,Cybersecurity,Rust,Front End,"OpenAI, Microsoft, Google",Cloud Engineer
7.4,Web Dev,SQL,Data Analytics,"Tech Mahindra, HCL, TCS",Web Developer
9.1,Software Dev,C#,Backend,"Google, Amazon, NVIDIA",System Engineer
7.6,Cybersecurity,C++,AI,"Tech Mahindra, Cognizant, Infosys",Cybersecurity Engineer
7.9,Web Dev,JavaScript,Front End,"Wipro, Cognizant, Tech Mahindra",Web Developer
8.5,DevOps,SQL,Data Analytics,"SAP, IBM, Infosys",System Engineer
9.5,Software Dev,C#,DBMS,"IBM, Amazon, Microsoft",Data Analyst
9.9,Web Dev,SQL,DBMS,"NVIDIA, Google, Apple",Web Developer
9.1,Cloud,Go,Cloud Computing,"OpenAI, Microsoft, Apple",Cloud Engineer
7.7,Cloud,Python,Cloud Computing,"Cognizant, TCS, HCL",DevOps Engineer
7.7,DevOps,Go,Cloud Computing,"Infosys, Cognizant, Wipro",DevOps Engineer
9.0,Cloud,SQL,DBMS,"Google, OpenAI, Apple",Cloud Engineer
7.0,Cloud,SQL,Data Analytics,"TCS, Infosys, Wipro",DevOps Engineer
6.4,Software Dev,Java,Big Data,"HCL, NIIT Technologies, Mphasis",System Engineer
7.4,Cloud,Python,Cloud Computing,"Infosys, Cognizant, HCL",DevOps Engineer
7.1,Cybersecurity,Rust,Front End,"TCS, HCL, Infosys",Cybersecurity Engineer
7.2,AIML,R,Data Analytics,"HCL, Cognizant, Wipro",Data Scientist
6.9,Web Dev,TypeScript,Front End,"NIIT Technologies, Mphasis, Birlasoft",Web Developer
6.2,Cybersecurity,Rust,Cybersecurity,"Mindtree, Mphasis, Birlasoft",Cybersecurity Engineer
6.1,Cybersecurity,C++,Cybersecurity,"Mindtree, Mphasis, HCL",Cloud Engineer
10.0,Cloud,Go,Cloud Computing,"OpenAI, NVIDIA, Microsoft",Cloud Engineer
7.7,AIML,Python,Big Data,"Tech Mahindra, TCS, HCL",Data Scientist
7.5,Cloud,SQL,Data Analytics,"Cognizant, TCS, Infosys",DevOps Engineer
8.7,Cloud,Python,DevOps,"Capgemini, Infosys, Oracle",Cloud Engineer
6.9,Web Dev,SQL,Data Analytics,"NIIT Technologies, Mindtree, Birlasoft",Software Developer
9.8,Web Dev,JavaScript,Front End,"Microsoft, Amazon, NVIDIA",Web Developer
9.1,Web Dev,SQL,DBMS,"Apple, OpenAI, Google",Software Developer
6.4,Cybersecurity,Rust,Front End,"Mindtree, Mphasis, NIIT Technologies",Cloud Engineer
7.7,Web Dev,SQL,DBMS,"Tech Mahindra, TCS, HCL",Web Developer
9.5,DevOps,SQL,DBMS,"NVIDIA, Apple, IBM",System Engineer
9.8,Cloud,Go,Cloud Computing,"NVIDIA, IBM, OpenAI",Cloud Engineer
7.9,DevOps,SQL,DBMS,"Tech Mahindra, TCS, Infosys",DevOps Engineer
8.5,DevOps,Go,DevOps,"Capgemini, Oracle, IBM",System Engineer
6.7,DevOps,SQL,DBMS,"Birlasoft, Mphasis, Mindtree",DevOps Engineer
10.0,AIML,R,ML,"OpenAI, Microsoft, Apple",AI Engineer
6.9,Software Dev,Python,Big Data,"Mindtree, Birlasoft, Mphasis",System Engineer
9.8,Cloud,Go,Cloud Computing,"Apple, IBM, OpenAI",DevOps Engineer
8.6,Cybersecurity,Rust,Cybersecurity,"IBM, Capgemini, SAP",Cybersecurity Engineer
8.4,AIML,Java,AI,"Capgemini, IBM, Infosys",Data Scientist
8.1,DevOps,SQL,DBMS,"IBM, Oracle, Infosys",DevOps Engineer
6.9,DevOps,Go,DevOps,"Mphasis, NIIT Technologies, Mindtree",DevOps Engineer
6.7,Software Dev,Python,Data Analytics,"Birlasoft, NIIT Technologies, Mindtree",System Engineer
6.9,Web Dev,SQL,Data Analytics,"Birlasoft, Mphasis, Mindtree",Software Developer
6.7,DevOps,SQL,Data Analytics,"Birlasoft, Mphasis, Mindtree",DevOps Engineer
9.1,Cybersecurity,Rust,Front End,"Microsoft, NVIDIA, Google",Cybersecurity Engineer
7.4,DevOps,SQL,DBMS,"HCL, Tech Mahindra, Infosys",DevOps Engineer
6.2,AIML,Java,AI,"Birlasoft, HCL, NIIT Technologies",Data Scientist
9.9,Software Dev,C#,Backend,"Amazon, OpenAI, Google",Software Developer
9.5,Cybersecurity,C++,Cybersecurity,"OpenAI, Microsoft, Amazon",Cybersecurity Engineer
9.7,Cybersecurity,Rust,Front End,"Microsoft, Apple, NVIDIA",Cloud Engineer
10.0,AIML,R,Data Analytics,"NVIDIA, Amazon, OpenAI",AI Engineer
6.7,Web Dev,SQL,DBMS,"Mindtree, Birlasoft, Mphasis",Web Developer
7.6,DevOps,TypeScript,Backend,"TCS, HCL, Wipro",System Engineer
9.0,Web Dev,SQL,Data Analytics,"NVIDIA, Apple, IBM",Software Developer
8.8,Cybersecurity,Rust,Front End,"Capgemini, SAP, Oracle",Cybersecurity Engineer
6.6,AIML,Java,AI,"Mindtree, Mphasis, Birlasoft",Data Scientist
9.3,Software Dev,Java,Backend,"NVIDIA, OpenAI, Apple",System Engineer
6.9,Cybersecurity,Rust,Front End,"Birlasoft, NIIT Technologies, Mindtree",Cybersecurity Engineer
6.9,Cybersecurity,C++,AI,"Mphasis, Mindtree, Birlasoft",Cybersecurity Engineer
8.1,Cybersecurity,Rust,Front End,"Infosys, Capgemini, TCS",Cybersecurity Engineer
8.4,Software Dev,Python,Big Data,"Oracle, Infosys, TCS",Data Analyst
8.3,Cybersecurity,C++,AI,"IBM, Capgemini, Infosys",Cloud Engineer
6.4,Cybersecurity,Rust,Cybersecurity,"Mindtree, HCL, NIIT Technologies",Cybersecurity Engineer
9.5,Web Dev,SQL,DBMS,"IBM, NVIDIA, Microsoft",Web Developer
7.1,Cloud,Go,Big Data,"TCS, Infosys, Tech Mahindra",DevOps Engineer
6.5,Cybersecurity,Rust,Cybersecurity,"Mphasis, Birlasoft, NIIT Technologies",Cloud Engineer
9.6,Web Dev,TypeScript,Front End,"Apple, NVIDIA, Amazon",Web Developer
9.8,Cybersecurity,Rust,Front End,"OpenAI, Google, Apple",Cybersecurity Engineer
9.4,AIML,Java,AI,"OpenAI, Google, IBM",AI Engineer
9.2,Software Dev,Java,Big Data,"IBM, OpenAI, Google",System Engineer
8.6,DevOps,Go,DevOps,"Capgemini, TCS, SAP",System Engineer
8.2,Cybersecurity,Rust,Front End,"Infosys, TCS, Capgemini",Cybersecurity Engineer
6.3,AIML,Java,Big Data,"NIIT Technologies, Birlasoft, Mphasis",Data Scientist
7.6,Cloud,SQL,Data Analytics,"Tech Mahindra, Wipro, Cognizant",Cloud Engineer
7.5,Cloud,SQL,DBMS,"Infosys, Cognizant, Wipro",Cloud Engineer
7.0,Web Dev,JavaScript,Front End,"HCL, Wipro, Cognizant",Software Developer
8.9,AIML,Java,AI,"Infosys, SAP, Capgemini",AI Engineer
8.0,AIML,R,ML,"IBM, Capgemini, Oracle",AI Engineer
6.3,AIML,Python,Big Data,"Mindtree, HCL, Mphasis",Data Scientist
6.9,AIML,Python,ML,"NIIT Technologies, Mphasis, Mindtree",Data Scientist
8.7,Cloud,Python,Cloud Computing,"SAP, Capgemini, IBM",DevOps Engineer
6.3,Software Dev,Java,Backend,"NIIT Technologies, HCL, Birlasoft",System Engineer
9.4,Software Dev,Java,Backend,"IBM, NVIDIA, Apple",Data Analyst
8.0,Cloud,Python,Cloud Computing,"Capgemini, Infosys, IBM",DevOps Engineer
7.9,Cybersecurity,C++,Cybersecurity,"TCS, Tech Mahindra, HCL",Cloud Engineer
8.4,AIML,R,Data Analytics,"Oracle, SAP, Capgemini",AI Engineer
9.3,Software Dev,C#,DBMS,"Microsoft, IBM, Amazon",Software Developer
7.4,Cybersecurity,C++,AI,"TCS, Infosys, Cognizant",Cloud Engineer
8.7,DevOps,Go,Cloud Computing,"SAP, Capgemini, Infosys",DevOps Engineer
8.3,Cloud,SQL,DBMS,"TCS, Capgemini, Oracle",DevOps Engineer
7.1,AIML,Java,AI,"Cognizant, Tech Mahindra, Wipro",Data Scientist
9.5,Cybersecurity,Rust,Cybersecurity,"NVIDIA, Google, Apple",Cloud Engineer
9.2,DevOps,Go,Cloud Computing,"OpenAI, Google, Amazon",DevOps Engineer
8.6,Software Dev,Java,Big Data,"Infosys, TCS, SAP",System Engineer
9.4,Cloud,Go,Big Data,"Microsoft, NVIDIA, Apple",Cloud Engineer
9.5,AIML,Java,AI,"NVIDIA, IBM, Apple",AI Engineer
8.8,Cloud,SQL,Data Analytics,"Infosys, Capgemini, Oracle",DevOps Engineer
9.3,DevOps,Go,DevOps,"Apple, IBM, Amazon",DevOps Engineer
8.8,Software Dev,Python,Big Data,"TCS, Infosys, SAP",Software Developer
8.7,Software Dev,C#,DBMS,"TCS, Infosys, SAP",Software Developer
8.5,AIML,Java,AI,"TCS, IBM, Infosys",AI Engineer
9.0,DevOps,Go,DevOps,"IBM, Apple, Google",DevOps Engineer
6.6,Web Dev,JavaScript,Front End,"Mphasis, NIIT Technologies, Birlasoft",Web Developer
9.5,DevOps,Go,Cloud Computing,"NVIDIA, Apple, Amazon",System Engineer
9.5,Cybersecurity,Rust,Cybersecurity,"Microsoft, OpenAI, Google",Cloud Engineer
6.1,AIML,Java,AI,"Birlasoft, Mindtree, HCL",Data Scientist
9.3,Web Dev,JavaScript,Front End,"NVIDIA, OpenAI, IBM",Web Developer
6.5,Software Dev,C#,Backend,"Mindtree, NIIT Technologies, Mphasis",Data Analyst
7.3,Web Dev,SQL,DBMS,"Cognizant, Infosys, Tech Mahindra",Software Developer
9.0,Software Dev,Java,Big Data,"Apple, NVIDIA, IBM",Software Developer
6.6,Cybersecurity,C++,AI,"Mphasis, NIIT Technologies, Mindtree",Cybersecurity Engineer
9.3,Cybersecurity,C++,AI,"Microsoft, NVIDIA, IBM",Cybersecurity Engineer
9.3,Cybersecurity,C++,Cybersecurity,"Microsoft, IBM, Apple",Cybersecurity Engineer
8.0,Web Dev,JavaScript,Front End,"TCS, Capgemini, IBM",Web Developer
6.0,DevOps,SQL,Data Analytics,"Mindtree, Birlasoft, HCL",DevOps Engineer
7.1,Software Dev,C#,DBMS,"Tech Mahindra, Wipro, Cognizant",System Engineer
8.5,DevOps,SQL,DBMS,"TCS, Oracle, Infosys",System Engineer
9.9,Software Dev,C#,Backend,"Amazon, Apple, Microsoft",Data Analyst
8.5,Cybersecurity,C++,AI,"Capgemini, SAP, IBM",Cybersecurity Engineer
7.0,Cloud,Go,Big Data,"Infosys, TCS, Wipro",DevOps Engineer
8.5,Software Dev,C#,DBMS,"TCS, Infosys, IBM",Software Developer
8.2,Software Dev,C#,Backend,"IBM, Infosys, Oracle",System Engineer
9.1,Cybersecurity,Rust,Cybersecurity,"Apple, NVIDIA, OpenAI",Cybersecurity Engineer
6.4,Cybersecurity,C++,AI,"Birlasoft, Mindtree, HCL",Cybersecurity Engineer
9.0,DevOps,TypeScript,Backend,"NVIDIA, Microsoft, OpenAI",DevOps Engineer
8.2,DevOps,Go,Cloud Computing,"SAP, Oracle, TCS",System Engineer
9.9,DevOps,SQL,Data Analytics,"OpenAI, Apple, Amazon",DevOps Engineer
7.4,Cybersecurity,C++,AI,"HCL, TCS, Wipro",Cybersecurity Engineer
8.5,Web Dev,JavaScript,Front End,"SAP, Infosys, Capgemini",Web Developer
9.7,Cybersecurity,Rust,Cybersecurity,"NVIDIA, Amazon, OpenAI",Cloud Engineer
6.4,Software Dev,Python,Big Data,"NIIT Technologies, Birlasoft, Mphasis",Data Analyst
9.7,Web Dev,TypeScript,Front End,"OpenAI, Apple, Amazon",Web Developer
8.8,Cybersecurity,Rust,Cybersecurity,"TCS, Oracle, SAP",Cybersecurity Engineer
6.3,Software Dev,C#,DBMS,"HCL, Mphasis, Birlasoft",Data Analyst
7.2,DevOps,TypeScript,DevOps,"Tech Mahindra, Cognizant, HCL",System Engineer
8.8,Cybersecurity,Rust,Front End,"TCS, SAP, Oracle",Cloud Engineer
6.3,Cybersecurity,Rust,Front End,"NIIT Technologies, Mindtree, Mphasis",Cybersecurity Engineer
8.3,Cloud,Python,DevOps,"Infosys, TCS, IBM",Cloud Engineer
7.4,DevOps,Go,Cloud Computing,"HCL, Tech Mahindra, Wipro",System Engineer
8.5,Web Dev,JavaScript,Backend,"SAP, Infosys, Capgemini",Software Developer
6.2,DevOps,Go,DevOps,"Mindtree, NIIT Technologies, Birlasoft",DevOps Engineer
9.5,Cloud,Python,Cloud Computing,"Google, IBM, Amazon",DevOps Engineer
9.9,Web Dev,TypeScript,Backend,"NVIDIA, Google, Apple",Software Developer
9.9,Software Dev,Java,Big Data,"Microsoft, OpenAI, NVIDIA",Data Analyst
9.0,DevOps,TypeScript,DevOps,"Microsoft, Amazon, OpenAI",DevOps Engineer
6.5,Cybersecurity,Rust,Cybersecurity,"NIIT Technologies, Birlasoft, Mindtree",Cloud Engineer
9.0,Software Dev,C#,DBMS,"OpenAI, Microsoft, Google",Software Developer
6.1,DevOps,TypeScript,DevOps,"Mindtree, Birlasoft, Mphasis",DevOps Engineer
6.1,Software Dev,C#,DBMS,"HCL, Mphasis, Birlasoft",System Engineer
7.3,Software Dev,Java,Backend,"Tech Mahindra, Infosys, Wipro",Software Developer
8.0,AIML,Java,Big Data,"Infosys, TCS, SAP",AI Engineer
9.1,Cloud,SQL,Data Analytics,"OpenAI, Apple, Google",Cloud Engineer
8.7,DevOps,TypeScript,Backend,"Infosys, TCS, Capgemini",DevOps Engineer
7.8,Web Dev,TypeScript,Front End,"Infosys, TCS, Wipro",Software Developer
7.1,Web Dev,TypeScript,Backend,"Infosys, Wipro, TCS",Web Developer
10.0,Software Dev,Python,Data Analytics,"OpenAI, Google, Amazon",Data Analyst
7.7,AIML,Python,Big Data,"HCL, TCS, Tech Mahindra",Data Scientist
7.8,Web Dev,TypeScript,Front End,"HCL, Wipro, Tech Mahindra",Software Developer
6.7,AIML,Python,ML,"Birlasoft, Mphasis, Mindtree",Data Scientist
9.2,Cybersecurity,C++,AI,"Apple, OpenAI, NVIDIA",Cloud Engineer
8.8,Cybersecurity,Rust,Cybersecurity,"Capgemini, SAP, IBM",Cloud Engineer
6.9,AIML,Python,Big Data,"Mindtree, Birlasoft, NIIT Technologies",Data Scientist
6.3,Cloud,Python,Cloud Computing,"Mindtree, HCL, Birlasoft",Cloud Engineer
8.7,Software Dev,Python,Data Analytics,"Infosys, TCS, IBM",Data Analyst
8.6,Web Dev,TypeScript,Backend,"TCS, IBM, SAP",Software Developer
7.1,Cloud,Go,Cloud Computing,"Wipro, Tech Mahindra, Infosys",Cloud Engineer
9.8,Cybersecurity,Rust,Cybersecurity,"IBM, Amazon, NVIDIA",Cybersecurity Engineer
6.6,AIML,R,ML,"Mindtree, NIIT Technologies, Mphasis",Data Scientist
7.7,AIML,Python,ML,"Wipro, Tech Mahindra, Cognizant",Data Scientist
9.8,Software Dev,Python,Big Data,"NVIDIA, Amazon, Apple",System Engineer
7.7,Web Dev,JavaScript,Backend,"TCS, Tech Mahindra, Infosys",Web Developer
8.6,Cybersecurity,Rust,Cybersecurity,"Oracle, Infosys, TCS",Cybersecurity Engineer
7.6,Cybersecurity,Rust,Front End,"Cognizant, Tech Mahindra, Wipro",Cloud Engineer
7.1,Software Dev,C#,Backend,"Cognizant, Wipro, Infosys",Data Analyst
9.9,Cybersecurity,Rust,Cybersecurity,"Google, Apple, Amazon",Cybersecurity Engineer
7.6,Cloud,Python,Cloud Computing,"HCL, Wipro, Cognizant",Cloud Engineer
9.6,AIML,R,Data Analytics,"Google, Microsoft, IBM",Data Scientist
6.9,Software Dev,Java,Big Data,"NIIT Technologies, Birlasoft, Mindtree",System Engineer
6.9,AIML,Python,ML,"NIIT Technologies, Mindtree, Birlasoft",Data Scientist
6.1,DevOps,SQL,Data Analytics,"Birlasoft, Mphasis, Mindtree",DevOps Engineer
8.6,Cybersecurity,Rust,Cybersecurity,"IBM, SAP, Oracle",Cybersecurity Engineer
7.5,DevOps,TypeScript,Backend,"HCL, Infosys, Cognizant",System Engineer
9.5,Cloud,Python,Cloud Computing,"Amazon, IBM, Apple",DevOps Engineer
7.9,Software Dev,C#,Backend,"Cognizant, Infosys, TCS",System Engineer
9.9,Software Dev,C#,Backend,"Microsoft, Amazon, Google",Data Analyst
6.7,Cloud,Go,Cloud Computing,"Mindtree, Birlasoft, NIIT Technologies",DevOps Engineer
9.5,Web Dev,SQL,Data Analytics,"OpenAI, Apple, NVIDIA",Web Developer
9.1,DevOps,TypeScript,Backend,"Apple, Microsoft, NVIDIA",DevOps Engineer
9.1,Cloud,SQL,Data Analytics,"NVIDIA, OpenAI, IBM",Cloud Engineer
9.4,Cloud,Python,Cloud Computing,"OpenAI, Amazon, IBM",DevOps Engineer
9.0,AIML,Python,Big Data,"IBM, Microsoft, Apple",AI Engineer
8.5,Software Dev,Java,Backend,"TCS, SAP, Oracle",Software Developer
